Season,Daynum,Wteam,Wscore,Lteam,Lscore,Wloc,Numot,Wfgm,Wfga,Wfgm3,Wfga3,Wftm,Wfta,Wor,Wdr,Wast,Wto,Wstl,Wblk,Wpf,Lfgm,Lfga,Lfgm3,Lfga3,Lftm,Lfta,Lor,Ldr,Last,Lto,Lstl,Lblk,Lpf,possW,possL,possDiff,scoreDiff
2007,139,1397,77,1438,74,N,0,22,54,11,26,22,32,12,27,12,16,7,0,25,18,48,7,26,31,36,6,23,5,12,5,5,26,1.040540541,1.027777778,0.012762763,3
2007,139,1424,74,1458,68,N,0,24,52,10,20,16,20,6,27,12,9,3,2,22,21,51,5,21,21,27,7,24,14,8,6,1,21,1.138461538,1.038167939,0.1002936,6
2007,139,1425,87,1400,68,N,0,27,59,6,16,27,38,13,30,13,10,6,2,16,24,64,7,28,13,16,11,24,10,14,3,3,27,1.16,0.906666667,0.253333333,19
2007,143,1242,61,1356,58,N,0,25,42,1,6,10,19,6,20,16,19,9,1,16,21,57,6,25,10,14,17,14,9,15,6,2,21,0.945736434,0.935483871,0.010252563,3
2007,143,1272,65,1401,64,N,0,23,54,5,17,14,21,11,20,8,8,2,6,15,28,59,3,10,5,10,12,24,14,8,4,0,20,1.056910569,1.066666667,-0.009756098,1
2007,143,1326,85,1397,84,N,0,27,51,8,22,23,35,8,25,13,8,3,5,17,30,62,16,31,8,17,10,24,14,7,4,1,24,1.240875912,1.244444444,-0.003568532,1
2007,143,1417,64,1338,55,N,0,18,42,5,13,23,26,6,27,10,14,1,2,18,20,55,7,16,8,14,8,19,13,10,5,2,23,1.015873016,0.859375,0.156498016,9
2007,144,1196,65,1139,57,N,0,17,34,8,19,23,28,6,21,9,13,1,6,16,20,50,7,19,10,13,11,14,8,9,7,0,25,1.181818182,1.04587156,0.135946622,8
2007,144,1207,66,1435,65,N,0,25,56,8,19,8,14,16,24,14,11,3,3,18,21,51,9,27,14,20,8,18,17,5,5,4,16,1.137931034,1.120689655,0.017241379,1
2007,144,1314,74,1425,64,N,0,30,77,2,14,12,17,20,26,11,9,6,4,14,26,61,5,18,7,9,10,29,13,18,5,7,19,0.993288591,0.870748299,0.122540291,10
2007,144,1332,76,1424,72,N,0,23,48,13,23,17,22,7,30,11,17,4,3,20,28,74,9,33,7,12,19,19,13,8,8,3,21,1.101449275,1.043478261,0.057971014,4
2007,145,1326,92,1272,76,N,0,26,51,5,17,35,41,9,25,9,8,8,2,15,26,65,10,22,14,20,15,20,10,11,5,3,29,1.304964539,1.070422535,0.234542004,16
2007,145,1417,68,1242,55,N,0,24,45,8,17,12,18,10,21,12,25,15,3,14,23,56,4,8,5,11,14,14,17,21,17,6,19,0.985507246,0.802919708,0.182587538,13
2007,146,1196,85,1332,77,N,0,23,48,11,24,28,43,15,24,10,18,5,5,14,27,58,8,22,15,16,8,16,13,13,8,2,30,1.172413793,1.084507042,0.087906751,8
2007,146,1207,96,1314,84,N,1,38,66,8,14,12,18,11,27,26,10,4,11,18,25,71,5,20,29,34,21,22,15,9,5,4,19,1.297297297,1.105263158,0.192034139,12
2007,152,1196,76,1417,66,N,0,24,45,9,22,19,31,8,35,10,16,2,6,17,25,64,5,23,11,13,6,20,12,3,6,0,26,1.109489051,0.977777778,0.131711273,10
2007,152,1326,67,1207,60,N,0,25,57,4,14,13,19,16,21,13,8,8,3,10,25,51,7,21,3,8,9,21,17,14,3,3,15,1.145299145,1,0.145299145,7
2007,154,1196,84,1326,75,N,0,26,53,10,18,22,25,10,28,11,15,5,3,19,30,64,4,23,11,17,10,18,10,7,11,4,20,1.191489362,1.079136691,0.112352671,9
2008,134,1291,69,1164,60,N,0,19,55,5,20,26,32,13,28,10,11,7,3,16,25,57,4,17,6,13,8,26,9,11,2,6,22,1,0.902255639,0.097744361,9
2008,136,1181,71,1125,70,N,0,25,58,6,21,15,21,13,27,9,15,11,2,17,26,59,8,23,10,15,9,24,12,14,7,2,21,1.007092199,0.979020979,0.02807122,1
2008,136,1242,85,1340,61,N,0,33,61,12,25,7,15,15,23,21,11,10,3,15,21,55,9,25,10,14,13,18,11,16,8,3,18,1.317829457,0.938461538,0.379367919,24
2008,136,1243,80,1425,67,N,0,29,60,7,16,15,26,21,23,15,13,7,1,21,21,50,6,12,19,27,9,18,12,11,6,4,24,1.230769231,1.022900763,0.207868467,13
2008,136,1266,74,1246,66,N,0,23,52,5,13,23,29,15,19,10,7,5,3,18,23,48,8,20,12,17,9,17,13,12,4,5,22,1.264957265,1.109243697,0.155713567,8
2008,136,1277,72,1396,61,N,0,26,54,4,15,16,18,10,27,19,12,4,2,18,21,56,6,23,13,19,11,18,13,11,7,2,12,1.107692308,0.93129771,0.176394598,11
2008,136,1323,68,1206,50,N,0,26,57,9,21,7,11,11,31,14,13,4,5,15,19,57,3,17,9,14,11,23,8,11,5,2,14,1.054263566,0.78125,0.273013566,18
2008,136,1338,82,1331,63,N,0,32,69,8,22,10,13,16,34,17,9,5,1,13,22,63,9,22,10,15,11,22,10,10,6,5,11,1.197080292,0.90647482,0.290605472,19
2008,136,1345,90,1124,79,N,0,33,67,9,20,15,18,16,27,14,13,6,6,18,28,69,8,28,15,20,16,21,11,11,9,1,15,1.232876712,1.067567568,0.165309145,11
2008,136,1390,77,1165,53,N,0,31,56,8,18,7,10,13,34,20,19,5,7,15,18,59,8,26,9,13,10,15,7,11,8,3,17,1.149253731,0.796992481,0.35226125,24
2008,136,1401,67,1140,62,N,0,25,46,8,16,9,17,9,28,18,13,2,0,15,24,54,7,22,7,14,8,17,13,7,6,1,15,1.145299145,1.033333333,0.111965812,5
2008,136,1417,70,1290,29,N,0,27,57,8,20,8,11,12,40,20,12,7,13,9,13,66,1,14,2,6,15,19,7,11,7,5,9,1.12,0.446153846,0.673846154,41
2008,136,1424,71,1245,58,N,0,29,57,6,18,7,9,7,29,16,19,11,7,16,21,59,5,17,11,15,12,22,9,20,10,1,14,0.965986395,0.77852349,0.187462905,13
2008,136,1450,71,1457,40,N,0,29,49,4,13,9,13,8,32,20,10,4,3,11,16,52,6,19,2,8,6,15,7,7,5,4,13,1.234782609,0.701754386,0.533028223,31
2008,136,1452,75,1112,65,N,0,28,55,11,19,8,9,6,21,16,9,6,3,17,21,46,6,15,17,21,6,21,12,12,3,3,14,1.2,1.04,0.16,10
2008,136,1458,71,1168,56,N,0,25,59,3,16,18,25,18,32,13,17,8,7,11,21,58,7,21,7,13,7,20,7,14,9,0,25,1.007092199,0.783216783,0.223875415,15
2008,136,1462,73,1208,61,N,0,20,47,6,18,27,33,6,23,11,8,9,1,12,26,55,6,18,3,5,6,24,10,14,4,3,22,1.114503817,0.93129771,0.183206107,12
2008,137,1116,86,1231,72,N,0,26,48,8,17,26,33,9,25,14,12,5,4,18,28,64,10,24,6,12,14,16,14,10,8,3,23,1.274074074,1.090909091,0.183164983,14
2008,137,1139,81,1375,61,N,0,27,53,15,28,12,13,7,21,18,10,9,1,21,21,48,6,20,13,27,13,17,8,13,5,4,19,1.296,0.991869919,0.304130081,20
2008,137,1172,82,1211,76,N,0,28,57,11,22,15,21,10,19,18,14,9,1,18,28,55,12,27,8,14,11,23,14,19,11,1,19,1.146853147,1.085714286,0.061138861,6
2008,137,1207,66,1420,47,N,0,26,51,8,23,6,14,11,29,14,15,6,2,12,16,50,8,26,7,13,9,20,8,12,12,0,16,1.064516129,0.789915966,0.274600163,19
2008,137,1257,79,1129,61,N,0,29,52,12,24,9,18,7,20,15,16,10,6,17,26,54,4,17,5,12,11,20,15,19,5,0,13,1.128571429,0.897058824,0.231512605,18
2008,137,1272,87,1426,63,N,0,28,54,9,20,22,35,16,23,18,12,7,5,18,24,55,4,13,11,21,12,17,16,14,5,3,23,1.288888889,0.933333333,0.355555556,24
2008,137,1274,78,1388,64,N,0,28,63,5,13,17,21,13,34,14,16,4,4,20,22,59,8,23,12,23,10,23,15,14,3,4,20,1.019607843,0.859060403,0.16054744,14
2008,137,1280,76,1332,69,N,0,24,51,4,17,24,36,8,32,16,12,5,6,15,22,64,9,38,16,19,11,25,13,10,6,2,26,1.04109589,0.951724138,0.089371752,7
2008,137,1314,113,1291,74,N,0,43,71,7,16,20,25,18,30,25,9,11,4,16,28,65,7,22,11,14,9,13,16,15,7,1,18,1.516778523,0.948717949,0.568060575,39
2008,137,1328,72,1386,64,N,0,24,42,6,14,18,26,6,19,14,9,5,2,18,24,49,6,14,10,14,9,15,11,12,4,0,22,1.24137931,1.084745763,0.156633548,8
2008,137,1360,70,1163,69,N,1,31,65,4,12,4,7,12,19,13,11,11,4,21,25,58,3,6,16,20,16,25,14,15,5,4,16,1.037037037,1.029850746,0.007186291,1
2008,137,1373,83,1435,62,N,0,26,46,9,20,22,25,5,24,16,17,10,0,11,25,61,4,20,8,12,14,17,12,16,9,0,19,1.177304965,0.898550725,0.27875424,21
2008,137,1397,72,1110,57,N,0,22,45,6,19,22,31,6,21,13,14,12,3,16,21,58,9,25,6,12,18,21,9,22,5,3,26,1.051094891,0.838235294,0.212859596,15
2008,137,1400,74,1122,54,N,0,27,55,10,22,10,18,15,29,17,11,2,6,16,17,59,6,23,14,21,18,17,10,7,4,1,19,1.233333333,0.923076923,0.31025641,20
2008,137,1437,75,1155,69,N,0,22,44,7,13,24,29,5,31,8,19,6,1,15,23,60,9,33,14,23,12,19,9,14,8,3,24,1.034482759,0.93877551,0.095707248,6
2008,137,1443,101,1179,99,N,1,37,68,14,28,13,19,13,28,18,22,5,4,29,26,69,16,42,31,38,19,20,18,15,8,4,21,1.167630058,1.178571429,-0.010941371,2
2008,138,1242,75,1424,56,N,0,29,50,5,13,12,19,7,29,9,10,7,1,26,12,45,5,22,27,34,9,17,6,10,6,1,20,1.2,0.888888889,0.311111111,19
2008,138,1277,65,1338,54,N,0,25,52,6,10,9,9,10,27,12,15,1,3,17,17,52,2,17,18,19,9,17,4,9,8,9,16,1.056910569,0.87804878,0.178861789,11
2008,138,1390,82,1266,81,N,1,28,60,7,14,19,28,11,27,23,8,4,4,14,31,73,10,30,9,12,17,28,15,9,3,3,24,1.154929577,1.14084507,0.014084507,1
2008,138,1417,51,1401,49,N,0,19,44,6,18,7,11,8,21,7,14,7,11,16,22,51,2,10,3,7,10,19,12,11,2,2,15,0.918918919,0.882882883,0.036036036,2
2008,138,1450,61,1323,41,N,0,24,54,4,17,9,14,8,29,14,7,8,2,15,13,53,3,17,12,13,12,26,7,13,3,3,16,1.016666667,0.67768595,0.338980716,20
2008,138,1452,73,1181,67,N,0,25,62,4,11,19,22,19,28,12,17,1,5,25,19,50,5,22,24,32,7,20,6,13,6,3,23,1.028169014,0.930555556,0.097613459,6
2008,138,1458,72,1243,55,N,0,24,46,9,22,15,24,4,22,10,10,3,0,18,21,53,0,13,13,16,12,24,4,13,4,1,23,1.125,0.887096774,0.237903226,17
2008,138,1462,85,1345,78,N,0,27,50,5,12,26,33,5,29,12,14,5,3,17,26,67,8,21,18,23,13,24,9,10,8,4,26,1.125827815,1.033112583,0.092715232,7
2008,139,1172,74,1207,70,N,0,22,57,6,28,24,30,12,16,10,5,6,0,20,26,41,10,18,8,17,7,23,11,20,2,3,27,1.138461538,1.12,0.018461538,4
2008,139,1257,78,1328,48,N,0,32,54,9,17,5,15,10,23,24,12,7,3,18,15,47,5,18,13,19,10,18,9,16,3,3,18,1.228346457,0.768,0.460346457,30
2008,139,1272,77,1280,74,N,0,28,63,6,16,15,32,19,26,19,5,3,11,16,26,60,8,19,14,20,11,26,9,8,2,7,23,1.184615385,1.104477612,0.080137773,3
2008,139,1314,108,1116,77,N,0,44,65,8,16,12,17,11,21,28,7,3,5,18,28,59,5,18,16,23,14,13,11,9,5,3,13,1.553956835,1.175572519,0.378384315,31
2008,139,1397,76,1139,71,N,1,26,59,5,19,19,29,16,30,12,20,5,3,24,22,61,9,26,18,28,15,24,11,14,11,1,25,0.980645161,0.959459459,0.021185702,5
2008,139,1400,75,1274,72,N,0,25,57,13,26,12,21,16,25,17,13,3,7,19,22,55,9,22,19,22,8,22,10,9,4,3,19,1.162790698,1.074626866,0.088163832,3
2008,139,1437,84,1373,72,N,0,30,56,6,13,18,24,6,31,15,15,8,2,27,20,56,6,21,26,39,10,24,9,13,8,4,19,1.090909091,0.917197452,0.173711639,12
2008,139,1443,72,1360,63,N,0,25,52,6,16,16,21,8,23,11,14,13,6,19,21,47,4,15,17,28,8,22,11,17,8,2,20,1.051094891,0.9,0.151094891,9
2008,143,1257,79,1397,60,N,0,26,50,4,14,23,30,9,34,14,20,6,7,23,19,56,5,20,17,25,8,20,12,17,11,1,26,1.039473684,0.774193548,0.265280136,19
2008,143,1314,68,1450,47,N,0,25,58,5,15,13,19,14,32,11,13,5,5,16,18,57,2,16,9,15,9,23,9,10,6,5,18,1.022556391,0.717557252,0.304999139,21
2008,143,1417,88,1443,78,N,0,29,58,4,9,26,35,17,34,17,19,6,8,22,25,72,9,24,19,26,18,18,12,11,11,4,24,1.135483871,1,0.135483871,10
2008,143,1462,79,1452,75,N,1,28,59,11,19,12,21,15,26,16,12,3,5,25,28,66,1,11,18,27,17,21,16,8,5,6,21,1.187969925,1.063829787,0.124140138,4
2008,144,1172,73,1458,56,N,0,26,53,12,24,9,12,11,17,18,7,9,0,19,17,46,8,23,14,21,14,17,9,12,2,3,13,1.327272727,1.027522936,0.299749791,17
2008,144,1242,72,1437,57,N,0,24,45,8,19,16,20,7,26,16,18,8,5,18,21,59,3,17,12,18,15,15,5,14,10,2,17,1.090909091,0.850746269,0.240162822,15
2008,144,1272,92,1277,74,N,0,31,59,4,13,26,35,17,22,13,9,9,7,16,29,59,5,18,11,17,11,17,18,12,2,3,28,1.343065693,1.080291971,0.262773723,18
2008,144,1400,82,1390,62,N,0,32,65,7,22,11,18,14,28,16,6,7,5,14,22,65,6,17,12,18,19,23,13,10,5,4,14,1.242424242,0.953846154,0.288578089,20
2008,145,1314,83,1257,73,N,0,31,58,3,11,18,21,15,18,16,14,9,0,17,29,55,6,19,9,16,13,14,15,19,7,5,19,1.22962963,1.057971014,0.171658615,10
2008,145,1417,76,1462,57,N,0,28,52,7,15,13,18,13,24,17,14,6,6,19,21,58,4,19,11,16,14,14,12,9,6,1,15,1.225806452,0.93442623,0.291380222,19
2008,146,1242,59,1172,57,N,0,23,52,5,14,8,14,10,28,12,14,5,5,16,22,57,8,27,5,12,9,21,17,9,7,2,15,0.936507937,0.904761905,0.031746032,2
2008,146,1272,85,1400,67,N,0,26,52,3,11,30,36,7,32,18,7,4,5,13,25,69,9,28,8,9,13,23,13,8,5,4,25,1.214285714,0.97810219,0.236183525,18
2008,152,1242,84,1314,66,N,0,34,64,5,15,11,14,11,31,17,19,10,9,21,24,67,5,24,13,15,13,20,7,18,7,3,14,1.063291139,0.830188679,0.23310246,18
2008,152,1272,78,1417,63,N,0,27,64,4,12,20,23,15,28,10,9,7,6,14,24,64,4,13,11,13,12,24,8,12,6,4,17,1.122302158,0.893617021,0.228685137,15
2008,154,1242,75,1272,68,N,1,29,55,3,12,14,15,9,30,14,17,11,1,18,25,62,6,22,12,19,11,17,14,13,11,3,17,1.063829787,0.925170068,0.138659719,7
2009,134,1287,58,1106,43,N,0,18,50,4,15,18,24,16,34,13,21,6,2,14,18,58,2,15,5,11,9,18,4,13,7,6,18,0.865671642,0.637037037,0.228634605,15
2009,136,1163,103,1151,47,N,0,37,71,6,24,23,39,17,41,28,10,12,6,11,17,66,5,25,8,10,9,25,11,19,5,2,27,1.233532934,0.580246914,0.653286021,56
2009,136,1181,86,1127,62,N,0,28,57,9,20,21,25,17,21,21,15,6,3,14,27,51,7,15,1,5,6,14,9,18,9,4,21,1.274074074,0.946564885,0.327509189,24
2009,136,1211,77,1103,64,N,0,23,44,5,15,26,31,7,27,15,8,5,5,18,21,57,10,23,12,18,11,15,15,8,0,1,23,1.272727273,1.015873016,0.256854257,13
2009,136,1261,75,1139,71,N,0,27,55,6,14,15,21,9,21,14,11,11,8,20,22,52,8,23,19,26,13,21,12,15,3,1,20,1.111111111,1.059701493,0.051409619,4
2009,136,1268,84,1143,71,N,0,31,63,6,16,16,24,16,20,18,9,5,1,17,25,59,7,24,14,19,14,21,12,14,2,2,22,1.235294118,1.03649635,0.198797767,13
2009,136,1272,81,1169,70,N,0,29,59,11,28,12,21,12,23,19,14,14,3,16,24,54,7,18,15,20,10,22,10,17,8,2,18,1.132867133,0.985915493,0.14695164,11
2009,136,1276,62,1155,59,N,0,20,51,10,26,12,15,9,24,16,14,5,3,11,21,65,5,22,12,14,21,23,14,11,8,7,19,0.976377953,0.951612903,0.02476505,3
2009,136,1314,101,1347,58,N,0,38,84,5,14,20,24,20,39,17,12,11,8,13,22,80,5,17,9,14,20,28,9,18,9,6,17,1.147727273,0.682352941,0.465374332,43
2009,136,1328,82,1288,54,N,0,29,48,4,12,20,32,7,38,15,15,5,6,11,22,77,6,23,4,8,20,16,10,7,9,1,24,1.138888889,0.794117647,0.344771242,28
2009,136,1345,61,1320,56,N,0,21,52,3,15,16,22,10,22,11,10,8,3,13,20,54,7,22,9,11,9,21,13,14,6,3,20,0.968253968,0.868217054,0.100036914,5
2009,136,1400,76,1278,62,N,0,27,57,11,20,11,19,14,27,12,14,6,1,18,22,54,4,13,14,19,8,22,12,12,6,2,20,1.142857143,0.918518519,0.224338624,14
2009,136,1401,79,1140,66,N,0,30,52,6,17,13,19,7,28,20,14,2,6,15,23,59,7,16,13,18,7,19,15,10,11,1,20,1.153284672,0.929577465,0.223707207,13
2009,136,1417,65,1433,64,N,0,21,52,6,12,17,19,9,24,9,12,9,1,20,20,49,6,15,18,25,10,21,14,12,5,4,17,1.007751938,1.007874016,-0.000122078,1
2009,136,1437,80,1110,67,N,0,24,50,6,18,26,29,10,28,15,16,8,8,12,27,62,10,31,3,5,7,17,16,12,8,1,24,1.134751773,0.964028777,0.170722996,13
2009,136,1443,76,1228,72,N,0,27,56,9,19,13,22,9,28,13,15,8,4,12,31,63,5,18,5,7,5,24,14,12,9,3,24,1.04109589,0.979591837,0.061504054,4
2009,136,1449,71,1280,58,N,0,27,62,2,9,15,21,17,28,13,15,5,0,21,20,58,5,18,13,19,14,21,5,17,5,5,22,1.007092199,0.822695035,0.184397163,13
2009,137,1112,84,1428,71,N,0,30,55,4,12,20,28,11,23,11,14,13,2,15,27,64,8,32,9,13,16,19,16,20,7,3,22,1.166666667,0.953020134,0.213646532,13
2009,137,1113,66,1396,57,N,0,20,39,8,14,18,24,3,24,12,11,4,1,14,19,51,6,17,13,17,9,20,13,9,5,4,16,1.118644068,0.957983193,0.160660875,9
2009,137,1156,84,1448,69,N,0,31,65,6,15,16,22,14,18,15,6,9,1,17,26,50,5,13,12,17,10,23,10,18,4,13,20,1.235294118,1.037593985,0.197700133,15
2009,137,1173,68,1452,60,N,0,25,54,4,10,14,23,13,19,14,9,5,2,22,18,49,5,20,19,25,15,22,10,11,2,4,21,1.105691057,1.043478261,0.062212796,8
2009,137,1242,84,1295,74,N,0,32,64,4,12,16,20,10,29,17,5,5,2,17,26,62,10,24,12,15,9,25,9,9,3,4,21,1.217391304,1.064748201,0.152643103,10
2009,137,1257,74,1287,54,N,0,29,50,10,24,6,11,8,21,19,19,9,4,16,20,52,4,11,10,14,13,14,12,20,4,1,10,1.112781955,0.818181818,0.294600137,20
2009,137,1266,58,1429,57,N,0,17,47,5,19,19,23,10,22,7,9,4,2,14,22,53,7,23,6,8,7,19,11,9,2,3,21,1.008695652,0.966101695,0.042593957,1
2009,137,1277,77,1352,62,N,0,28,61,4,13,17,23,17,32,15,10,6,4,15,25,61,5,17,7,13,8,20,16,6,8,7,17,1.175572519,0.946564885,0.229007634,15
2009,137,1281,78,1165,59,N,0,28,59,5,20,17,19,9,28,19,4,4,1,11,23,64,6,21,7,12,17,23,11,9,1,0,15,1.228346457,0.951612903,0.276733553,19
2009,137,1329,77,1397,75,N,0,30,53,7,21,10,13,8,23,13,12,5,0,19,24,56,11,33,16,21,11,17,16,11,4,1,16,1.212598425,1.127819549,0.084778876,2
2009,137,1338,72,1190,62,N,0,24,55,7,19,17,23,9,38,16,18,5,3,16,23,75,4,22,12,24,20,24,12,9,6,3,17,0.953642384,0.815789474,0.13785291,10
2009,137,1373,74,1326,72,N,2,24,72,6,24,20,28,23,30,13,22,9,3,18,24,60,7,25,17,23,9,28,15,20,5,7,21,0.870588235,0.872727273,-0.002139037,2
2009,137,1393,59,1372,44,N,0,25,55,2,16,7,10,12,43,14,21,3,11,12,18,73,2,21,6,10,14,20,10,6,10,1,11,0.855072464,0.628571429,0.226501035,15
2009,137,1425,72,1130,55,N,0,27,51,4,9,14,19,11,24,19,13,7,6,18,18,55,6,23,13,14,13,17,13,15,5,3,21,1.152,0.859375,0.292625,17
2009,137,1458,61,1199,59,N,1,22,54,9,27,8,12,5,21,10,9,4,2,16,20,46,4,13,15,18,4,29,6,15,6,4,16,0.953125,0.893939394,0.059185606,2
2009,137,1462,77,1340,59,N,0,29,54,8,19,11,18,10,24,12,7,5,2,17,22,46,8,21,7,16,4,17,12,11,6,2,18,1.283333333,0.967213115,0.316120219,18
2009,138,1163,92,1401,66,N,0,33,57,5,10,21,27,12,27,20,9,3,5,16,26,63,3,15,11,17,12,16,17,7,3,3,21,1.362962963,0.992481203,0.37048176,26
2009,138,1181,74,1400,69,N,0,23,53,7,14,21,27,12,19,9,9,8,2,20,25,50,3,12,16,25,13,23,8,15,5,3,23,1.165354331,1.069767442,0.095586889,5
2009,138,1211,83,1443,81,N,0,30,60,9,21,14,19,9,22,18,11,4,4,12,32,62,12,25,5,14,10,21,14,11,4,5,20,1.160839161,1.157142857,0.003696304,2
2009,138,1272,89,1268,70,N,0,31,53,10,19,17,22,8,27,21,13,6,3,17,27,62,5,14,11,19,11,16,9,7,8,3,17,1.289855072,1.037037037,0.252818035,19
2009,138,1314,84,1261,70,N,0,32,59,6,13,14,18,11,21,13,10,11,5,9,29,64,9,22,3,6,16,17,12,15,5,4,16,1.253731343,1.060606061,0.193125283,14
2009,138,1328,73,1276,63,N,0,25,51,6,19,17,27,13,22,18,11,5,4,13,22,56,10,27,9,11,14,20,12,14,5,1,23,1.168,1.024390244,0.143609756,10
2009,138,1345,76,1449,74,N,0,25,64,7,16,19,23,15,25,15,11,5,7,21,28,67,4,12,14,19,16,24,13,9,4,3,20,1.062937063,1.064748201,-0.001811139,2
2009,138,1437,89,1417,69,N,0,31,67,8,25,19,27,16,25,20,11,11,1,22,20,47,9,24,20,30,7,21,14,20,7,3,21,1.178807947,0.92,0.258807947,20
2009,139,1112,71,1156,57,N,0,22,44,3,11,24,28,6,27,12,11,8,3,19,22,59,3,23,10,14,12,18,3,11,7,1,18,1.126984127,0.876923077,0.25006105,14
2009,139,1242,60,1173,43,N,0,23,53,3,16,11,22,11,39,9,17,5,12,11,16,72,4,19,7,8,17,26,7,11,13,6,23,0.857142857,0.614285714,0.242857143,17
2009,139,1257,79,1373,72,N,0,32,65,9,20,6,13,19,28,18,17,3,7,13,29,69,7,24,7,10,13,19,17,9,8,1,14,1.136690647,1.028571429,0.108119219,7
2009,139,1277,74,1425,69,N,0,22,51,6,13,24,31,12,24,20,16,5,1,18,23,57,1,10,22,26,12,18,10,11,10,5,21,1.04964539,1,0.04964539,5
2009,139,1281,83,1266,79,N,0,31,64,7,22,14,20,10,20,14,7,6,4,23,23,60,5,14,28,33,16,25,8,12,4,0,17,1.169014085,1.089655172,0.079358912,4
2009,139,1338,84,1329,76,N,0,28,57,11,28,17,26,19,22,18,14,2,5,12,26,54,12,28,12,12,5,16,18,9,8,1,21,1.292307692,1.1875,0.104807692,8
2009,139,1393,78,1113,67,N,0,26,47,9,20,17,21,4,29,18,10,4,0,15,20,49,13,35,14,22,7,17,17,10,2,2,17,1.228346457,1.063492063,0.164854393,11
2009,139,1462,60,1458,49,N,0,18,46,6,14,18,26,7,30,12,14,4,5,20,16,56,3,20,14,17,7,23,5,7,5,2,23,0.909090909,0.759689922,0.149400987,11
2009,143,1163,72,1345,60,N,0,25,56,3,8,19,30,14,34,19,13,6,6,12,24,66,6,23,6,11,9,24,12,9,7,2,26,1.028571429,0.839160839,0.189410589,12
2009,143,1281,102,1272,91,N,0,33,62,6,16,30,45,12,25,17,12,9,3,24,35,69,3,15,18,32,15,25,16,14,8,6,25,1.207100592,1.083333333,0.123767258,11
2009,143,1338,60,1462,55,N,0,22,65,4,15,12,19,18,26,9,9,9,3,13,21,64,5,23,8,10,17,27,9,10,4,7,17,0.916030534,0.887096774,0.02893376,5
2009,143,1437,77,1181,54,N,0,27,64,4,18,19,23,13,36,9,12,5,5,23,16,60,5,27,17,24,8,26,7,11,8,2,24,1.033557047,0.72,0.313557047,23
2009,144,1257,103,1112,64,N,0,38,66,14,29,13,14,11,25,29,9,10,3,15,24,63,7,24,9,13,15,17,15,14,5,1,13,1.450704225,0.934306569,0.516397656,39
2009,144,1277,67,1242,62,N,0,23,59,5,15,16,17,13,18,17,13,13,2,16,24,53,3,12,11,13,13,24,11,19,7,4,17,0.992592593,0.946564885,0.046027707,5
2009,144,1314,98,1211,77,N,0,36,68,11,19,15,27,11,31,23,9,8,4,17,27,58,7,23,16,23,4,27,10,12,6,5,19,1.232704403,0.993548387,0.239156015,21
2009,144,1328,84,1393,71,N,0,32,59,9,21,11,18,15,21,19,18,11,3,14,27,60,7,24,10,14,14,15,13,18,10,2,10,1.183098592,1,0.183098592,13
2009,145,1163,82,1281,75,N,0,27,53,2,12,26,32,11,36,15,17,3,8,13,32,76,5,18,6,12,12,20,21,6,10,1,24,1.093333333,0.986842105,0.106491228,7
2009,145,1437,78,1338,76,N,0,25,56,6,20,22,23,13,20,9,13,6,5,24,25,52,5,18,21,29,10,18,14,11,4,3,18,1.155555556,1.125925926,0.02962963,2
2009,146,1277,64,1257,52,N,0,24,52,8,16,8,11,13,24,19,12,7,1,22,18,47,6,16,10,18,11,18,12,12,7,5,15,1.132743363,0.912280702,0.220462661,12
2009,146,1314,72,1328,60,N,0,26,51,5,14,15,16,6,21,13,12,9,2,19,24,54,2,19,10,16,12,19,9,16,6,0,20,1.107692308,0.909090909,0.198601399,12
2009,152,1277,82,1163,73,N,0,31,72,6,19,14,20,18,24,18,11,11,3,25,25,59,2,6,21,33,16,26,8,16,5,7,18,1.093333333,0.966887417,0.126445916,9
2009,152,1314,83,1437,69,N,0,25,62,11,22,22,37,14,34,16,12,6,6,20,26,79,5,27,12,16,22,31,8,12,7,3,26,1.057324841,0.896103896,0.161220945,14
2009,154,1314,89,1277,72,N,0,28,61,5,12,28,40,11,24,13,7,9,0,22,22,55,7,23,21,29,13,29,13,21,1,5,28,1.155844156,0.929032258,0.226811898,17
2010,134,1115,61,1457,44,N,0,17,44,6,16,21,28,10,29,12,10,3,7,16,16,55,2,21,10,18,14,20,5,7,3,5,22,1.051724138,0.771929825,0.279794313,17
2010,136,1124,68,1358,59,N,0,26,59,5,20,11,17,8,39,18,14,8,2,18,23,68,6,31,7,13,8,29,20,11,7,1,20,0.925170068,0.761290323,0.163879745,9
2010,136,1139,77,1431,59,N,0,23,50,13,31,18,28,8,24,14,10,6,1,13,24,57,4,18,7,9,6,24,15,14,8,1,24,1.166666667,0.848920863,0.317745803,18
2010,136,1140,99,1196,92,N,2,32,65,10,23,25,32,10,23,11,12,12,2,17,34,78,10,32,14,19,20,25,15,21,7,4,24,1.192771084,1.039548023,0.153223062,7
2010,136,1242,90,1250,74,N,0,38,69,9,21,5,10,14,27,17,14,10,11,18,25,62,7,19,17,21,13,20,11,13,6,4,16,1.216216216,1.020689655,0.195526561,16
2010,136,1243,82,1317,62,N,0,31,61,7,18,13,20,17,23,12,11,9,10,25,17,55,5,19,23,31,19,17,8,16,2,0,17,1.261538462,0.918518519,0.343019943,20
