Season,Daynum,Wteam,Wscore,Lteam,Lscore,Wloc,Home,Neutral,Away,Numot,Win
2015,152,2015_1458,71,2015_1246,64,N,0,1,0,0,1
2015,154,2015_1181,68,2015_1458,63,N,0,1,0,0,1
2003,134,2003_1411,84,2003_1421,92,N,0,1,0,1,0
2003,136,2003_1436,51,2003_1112,80,N,0,1,0,0,0
2003,136,2003_1272,71,2003_1113,84,N,0,1,0,0,0
2003,136,2003_1166,73,2003_1141,79,N,0,1,0,0,0
2003,136,2003_1301,74,2003_1143,76,N,0,1,0,1,0
2003,136,2003_1140,53,2003_1163,58,N,0,1,0,0,0
2003,136,2003_1161,57,2003_1181,67,N,0,1,0,0,0
2003,136,2003_1153,69,2003_1211,74,N,0,1,0,0,0
2003,136,2003_1443,60,2003_1228,65,N,0,1,0,0,0
2003,136,2003_1429,61,2003_1242,64,N,0,1,0,0,0
2003,136,2003_1221,68,2003_1266,72,N,0,1,0,0,0
2003,136,2003_1356,71,2003_1281,72,N,0,1,0,0,0
2003,136,2003_1454,69,2003_1323,70,N,0,1,0,0,0
2003,136,2003_1354,54,2003_1328,71,N,0,1,0,0,0
2003,136,2003_1360,69,2003_1390,77,N,0,1,0,0,0
2003,136,2003_1173,71,2003_1409,84,N,0,1,0,0,0
2003,136,2003_1451,74,2003_1458,81,N,0,1,0,0,0
2003,137,2003_1386,63,2003_1120,65,N,0,1,0,1,0
2003,137,2003_1280,46,2003_1139,47,N,0,1,0,0,0
2003,137,2003_1358,55,2003_1196,85,N,0,1,0,0,0
2003,137,2003_1104,62,2003_1231,67,N,0,1,0,0,0
2003,137,2003_1237,64,2003_1246,95,N,0,1,0,0,0
2003,137,2003_1122,64,2003_1257,86,N,0,1,0,0,0
2003,137,2003_1423,73,2003_1268,75,N,0,1,0,0,0
2003,137,2003_1160,64,2003_1277,79,N,0,1,0,0,0
2003,137,2003_1335,63,2003_1329,77,N,0,1,0,0,0
2003,137,2003_1447,61,2003_1338,87,N,0,1,0,0,0
2003,137,2003_1261,56,2003_1345,80,N,0,1,0,0,0
2003,137,2003_1264,65,2003_1393,76,N,0,1,0,0,0
2003,137,2003_1421,61,2003_1400,82,N,0,1,0,0,0
2003,137,2003_1332,58,2003_1428,60,N,0,1,0,0,0
2003,137,2003_1190,73,2003_1448,76,N,0,1,0,0,0
2003,137,2003_1407,59,2003_1462,71,N,0,1,0,0,0
2003,138,2003_1211,95,2003_1112,96,N,0,1,0,2,0
2003,138,2003_1390,74,2003_1163,85,N,0,1,0,0,0
2003,138,2003_1141,60,2003_1181,86,N,0,1,0,0,0
2003,138,2003_1113,76,2003_1242,108,N,0,1,0,0,0
2003,138,2003_1281,92,2003_1266,101,N,0,1,0,1,0
2003,138,2003_1228,60,2003_1323,68,N,0,1,0,0,0
2003,138,2003_1143,65,2003_1328,74,N,0,1,0,0,0
2003,138,2003_1409,60,2003_1458,61,N,0,1,0,0,0
2003,139,2003_1448,62,2003_1120,68,N,0,1,0,0,0
2003,139,2003_1257,71,2003_1139,79,N,0,1,0,0,0
2003,139,2003_1428,54,2003_1246,74,N,0,1,0,0,0
2003,139,2003_1462,64,2003_1268,77,N,0,1,0,0,0
2003,139,2003_1196,46,2003_1277,68,N,0,1,0,0,0
2003,139,2003_1231,52,2003_1338,74,N,0,1,0,0,0
2003,139,2003_1329,56,2003_1393,68,N,0,1,0,0,0
2003,139,2003_1345,67,2003_1400,77,N,0,1,0,0,0
2003,143,2003_1323,71,2003_1112,88,N,0,1,0,0,0
2003,143,2003_1181,65,2003_1242,69,N,0,1,0,0,0
2003,143,2003_1458,57,2003_1246,63,N,0,1,0,0,0
2003,143,2003_1338,74,2003_1266,77,N,0,1,0,0,0
2003,144,2003_1268,58,2003_1277,60,N,0,1,0,0,0
2003,144,2003_1139,54,2003_1328,65,N,0,1,0,0,0
2003,144,2003_1120,78,2003_1393,79,N,0,1,0,0,0
2003,144,2003_1163,78,2003_1400,82,N,0,1,0,0,0
2003,145,2003_1112,75,2003_1242,78,N,0,1,0,0,0
2003,145,2003_1246,69,2003_1266,83,N,0,1,0,0,0
2003,146,2003_1328,47,2003_1393,63,N,0,1,0,0,0
2003,146,2003_1277,76,2003_1400,85,N,0,1,0,0,0
2003,152,2003_1266,61,2003_1242,94,N,0,1,0,0,0
2003,152,2003_1400,84,2003_1393,95,N,0,1,0,0,0
2003,154,2003_1242,78,2003_1393,81,N,0,1,0,0,0
2004,134,2004_1250,57,2004_1197,72,N,0,1,0,0,0
2004,136,2004_1356,64,2004_1104,65,N,0,1,0,0,0
2004,136,2004_1436,53,2004_1163,70,N,0,1,0,0,0
2004,136,2004_1173,69,2004_1177,76,N,0,1,0,2,0
2004,136,2004_1106,61,2004_1181,96,N,0,1,0,0,0
2004,136,2004_1434,49,2004_1211,76,N,0,1,0,0,0
2004,136,2004_1196,60,2004_1264,75,N,0,1,0,0,0
2004,136,2004_1431,83,2004_1268,86,N,0,1,0,0,0
2004,136,2004_1277,66,2004_1305,72,N,0,1,0,0,0
2004,136,2004_1102,52,2004_1314,63,N,0,1,0,0,0
2004,136,2004_1112,76,2004_1371,80,N,0,1,0,0,0
2004,136,2004_1251,63,2004_1386,82,N,0,1,0,0,0
2004,136,2004_1427,45,2004_1390,71,N,0,1,0,0,0
2004,136,2004_1140,75,2004_1393,80,N,0,1,0,0,0
2004,136,2004_1343,49,2004_1400,66,N,0,1,0,0,0
2004,136,2004_1150,73,2004_1403,76,N,0,1,0,0,0
2004,136,2004_1433,78,2004_1448,79,N,0,1,0,0,0
2004,137,2004_1428,51,2004_1130,58,N,0,1,0,0,0
2004,137,2004_1190,77,2004_1153,80,N,0,1,0,0,0
2004,137,2004_1320,60,2004_1210,65,N,0,1,0,0,0
2004,137,2004_1293,53,2004_1228,72,N,0,1,0,0,0
2004,137,2004_1227,53,2004_1242,78,N,0,1,0,0,0
2004,137,2004_1197,76,2004_1246,96,N,0,1,0,0,0
2004,137,2004_1376,43,2004_1272,59,N,0,1,0,0,0
2004,137,2004_1284,52,2004_1280,85,N,0,1,0,0,0
2004,137,2004_1418,52,2004_1301,61,N,0,1,0,0,0
2004,137,2004_1186,56,2004_1329,75,N,0,1,0,0,0
2004,137,2004_1344,58,2004_1334,66,N,0,1,0,0,0
2004,137,2004_1416,44,2004_1338,53,N,0,1,0,0,0
2004,137,2004_1449,100,2004_1412,102,N,0,1,0,0,0
2004,137,2004_1444,58,2004_1435,71,N,0,1,0,0,0
2004,137,2004_1350,64,2004_1458,76,N,0,1,0,0,0
2004,137,2004_1257,70,2004_1462,80,N,0,1,0,0,0
2004,138,2004_1390,67,2004_1104,70,N,0,1,0,0,0
2004,138,2004_1177,55,2004_1163,72,N,0,1,0,0,0
2004,138,2004_1371,62,2004_1181,90,N,0,1,0,0,0
2004,138,2004_1211,72,2004_1305,91,N,0,1,0,0,0
2004,138,2004_1403,65,2004_1386,70,N,0,1,0,0,0
2004,138,2004_1268,70,2004_1393,72,N,0,1,0,0,0
2004,138,2004_1314,75,2004_1400,78,N,0,1,0,0,0
2004,138,2004_1264,80,2004_1448,84,N,0,1,0,0,0
2004,139,2004_1130,54,2004_1210,57,N,0,1,0,0,0
2004,139,2004_1153,68,2004_1228,92,N,0,1,0,0,0
2004,139,2004_1334,63,2004_1242,78,N,0,1,0,0,0
2004,139,2004_1272,53,2004_1329,70,N,0,1,0,0,0
2004,139,2004_1458,55,2004_1338,59,N,0,1,0,0,0
2004,139,2004_1246,75,2004_1412,76,N,0,1,0,0,0
2004,139,2004_1301,73,2004_1435,75,N,0,1,0,0,0
2004,139,2004_1280,74,2004_1462,89,N,0,1,0,0,0
2004,143,2004_1393,71,2004_1104,80,N,0,1,0,0,0
2004,143,2004_1435,53,2004_1163,73,N,0,1,0,0,0
2004,143,2004_1338,51,2004_1329,63,N,0,1,0,0,0
2004,143,2004_1448,80,2004_1386,84,N,0,1,0,0,0
2004,144,2004_1228,62,2004_1181,72,N,0,1,0,0,0
2004,144,2004_1305,67,2004_1210,72,N,0,1,0,0,0
2004,144,2004_1412,74,2004_1242,100,N,0,1,0,0,0
2004,144,2004_1400,71,2004_1462,79,N,0,1,0,0,0
2004,145,2004_1104,71,2004_1163,87,N,0,1,0,0,0
2004,145,2004_1386,62,2004_1329,64,N,0,1,0,0,0
2004,146,2004_1462,63,2004_1181,66,N,0,1,0,0,0
2004,146,2004_1242,71,2004_1210,79,N,0,1,0,1,0
2004,152,2004_1181,78,2004_1163,79,N,0,1,0,0,0
2004,152,2004_1329,65,2004_1210,67,N,0,1,0,0,0
2004,154,2004_1210,73,2004_1163,82,N,0,1,0,0,0
2005,134,2005_1105,69,2005_1324,79,N,0,1,0,0,0
2005,136,2005_1429,53,2005_1112,66,N,0,1,0,0,0
2005,136,2005_1335,65,2005_1130,85,N,0,1,0,0,0
2005,136,2005_1234,64,2005_1153,76,N,0,1,0,0,0
2005,136,2005_1457,64,2005_1211,74,N,0,1,0,0,0
2005,136,2005_1192,55,2005_1228,67,N,0,1,0,0,0
2005,136,2005_1184,64,2005_1246,72,N,0,1,0,0,0
2005,136,2005_1400,57,2005_1305,61,N,0,1,0,0,0
2005,136,2005_1310,67,2005_1328,84,N,0,1,0,0,0
2005,136,2005_1338,71,2005_1334,79,N,0,1,0,0,0
2005,136,2005_1417,66,2005_1403,78,N,0,1,0,0,0
2005,136,2005_1261,68,2005_1412,82,N,0,1,0,0,0
2005,136,2005_1431,54,2005_1428,60,N,0,1,0,0,0
2005,136,2005_1151,54,2005_1448,70,N,0,1,0,0,0
2005,136,2005_1285,77,2005_1449,88,N,0,1,0,0,0
2005,136,2005_1166,61,2005_1452,63,N,0,1,0,0,0
2005,136,2005_1104,73,2005_1454,83,N,0,1,0,0,0
2005,137,2005_1242,63,2005_1137,64,N,0,1,0,0,0
2005,137,2005_1416,71,2005_1163,77,N,0,1,0,0,0
2005,137,2005_1175,46,2005_1181,57,N,0,1,0,0,0
2005,137,2005_1325,62,2005_1196,67,N,0,1,0,0,0
2005,137,2005_1203,68,2005_1210,80,N,0,1,0,0,0
2005,137,2005_1278,53,2005_1235,64,N,0,1,0,0,0
2005,137,2005_1418,62,2005_1257,68,N,0,1,0,0,0
2005,137,2005_1330,81,2005_1277,89,N,0,1,0,0,0
2005,137,2005_1390,70,2005_1280,93,N,0,1,0,0,0
2005,137,2005_1150,63,2005_1301,75,N,0,1,0,0,0
2005,137,2005_1324,68,2005_1314,96,N,0,1,0,0,0
2005,137,2005_1368,50,2005_1329,63,N,0,1,0,0,0
2005,137,2005_1388,56,2005_1356,65,N,0,1,0,0,0
2005,137,2005_1393,57,2005_1436,60,N,0,1,0,1,0
2005,137,2005_1307,47,2005_1437,55,N,0,1,0,0,0
2005,137,2005_1320,52,2005_1458,57,N,0,1,0,0,0
2005,138,2005_1412,63,2005_1112,85,N,0,1,0,0,0
2005,138,2005_1305,59,2005_1228,71,N,0,1,0,0,0
2005,138,2005_1153,60,2005_1246,69,N,0,1,0,0,0
2005,138,2005_1211,69,2005_1403,71,N,0,1,0,0,0
2005,138,2005_1328,58,2005_1428,67,N,0,1,0,0,0
2005,138,2005_1334,79,2005_1449,97,N,0,1,0,0,0
2005,138,2005_1448,105,2005_1452,111,N,0,1,0,2,0
2005,138,2005_1130,75,2005_1454,83,N,0,1,0,0,0
2005,139,2005_1280,55,2005_1181,63,N,0,1,0,0,0
2005,139,2005_1210,54,2005_1257,76,N,0,1,0,0,0
2005,139,2005_1436,61,2005_1277,72,N,0,1,0,0,0
2005,139,2005_1163,62,2005_1301,65,N,0,1,0,0,0
2005,139,2005_1235,65,2005_1314,92,N,0,1,0,0,0
2005,139,2005_1356,77,2005_1329,85,N,0,1,0,0,0
2005,139,2005_1196,65,2005_1437,76,N,0,1,0,0,0
2005,139,2005_1137,62,2005_1458,71,N,0,1,0,0,0
2005,143,2005_1329,78,2005_1112,79,N,0,1,0,0,0
2005,143,2005_1454,63,2005_1228,77,N,0,1,0,0,0
2005,143,2005_1449,79,2005_1257,93,N,0,1,0,0,0
2005,143,2005_1403,60,2005_1452,65,N,0,1,0,0,0
2005,144,2005_1428,52,2005_1246,62,N,0,1,0,0,0
2005,144,2005_1181,68,2005_1277,78,N,0,1,0,0,0
2005,144,2005_1437,66,2005_1314,67,N,0,1,0,0,0
2005,144,2005_1301,56,2005_1458,65,N,0,1,0,0,0
2005,145,2005_1112,89,2005_1228,90,N,0,1,0,1,0
2005,145,2005_1452,85,2005_1257,93,N,0,1,0,1,0
2005,146,2005_1246,88,2005_1277,94,N,0,1,0,2,0
2005,146,2005_1458,82,2005_1314,88,N,0,1,0,0,0
2005,152,2005_1257,57,2005_1228,72,N,0,1,0,0,0
2005,152,2005_1277,71,2005_1314,87,N,0,1,0,0,0
2005,154,2005_1228,70,2005_1314,75,N,0,1,0,0,0
2006,134,2006_1214,49,2006_1284,71,N,0,1,0,0,0
2006,136,2006_1266,85,2006_1104,90,N,0,1,0,0,0
2006,136,2006_1334,76,2006_1130,88,N,0,1,0,2,0
2006,136,2006_1380,54,2006_1181,70,N,0,1,0,0,0
2006,136,2006_1375,50,2006_1196,76,N,0,1,0,0,0
2006,136,2006_1423,85,2006_1203,88,N,0,1,0,1,0
2006,136,2006_1462,75,2006_1211,79,N,0,1,0,0,0
2006,136,2006_1102,69,2006_1228,78,N,0,1,0,0,0
2006,136,2006_1361,83,2006_1231,87,N,0,1,0,0,0
2006,136,2006_1233,64,2006_1261,80,N,0,1,0,0,0
2006,136,2006_1305,79,2006_1285,87,N,0,1,0,0,0
2006,136,2006_1457,61,2006_1397,63,N,0,1,0,0,0
2006,136,2006_1393,58,2006_1401,66,N,0,1,0,0,0
2006,136,2006_1125,44,2006_1417,78,N,0,1,0,0,0
2006,136,2006_1429,61,2006_1449,75,N,0,1,0,0,0
2006,136,2006_1328,74,2006_1454,82,N,0,1,0,0,0
2006,136,2006_1371,66,2006_1455,86,N,0,1,0,0,0
2006,137,2006_1458,75,2006_1112,94,N,0,1,0,0,0
2006,137,2006_1242,73,2006_1133,77,N,0,1,0,0,0
2006,137,2006_1116,55,2006_1137,59,N,0,1,0,0,0
2006,137,2006_1107,59,2006_1163,72,N,0,1,0,0,0
2006,137,2006_1277,65,2006_1206,75,N,0,1,0,0,0
2006,137,2006_1320,49,2006_1207,54,N,0,1,0,0,0
2006,137,2006_1412,64,2006_1246,69,N,0,1,0,0,0
2006,137,2006_1331,78,2006_1272,94,N,0,1,0,0,0
2006,137,2006_1143,52,2006_1301,58,N,0,1,0,0,0
2006,137,2006_1293,65,2006_1314,69,N,0,1,0,0,0
2006,137,2006_1234,63,2006_1322,64,N,0,1,0,0,0
2006,137,2006_1172,62,2006_1326,70,N,0,1,0,0,0
2006,137,2006_1245,64,2006_1338,79,N,0,1,0,0,0
2006,137,2006_1335,52,2006_1400,60,N,0,1,0,0,0
2006,137,2006_1284,45,2006_1437,58,N,0,1,0,0,0
2006,137,2006_1356,46,2006_1452,64,N,0,1,0,0,0
2006,138,2006_1285,56,2006_1130,69,N,0,1,0,0,0
2006,138,2006_1203,61,2006_1181,74,N,0,1,0,0,0
2006,138,2006_1454,60,2006_1196,82,N,0,1,0,0,0
2006,138,2006_1231,80,2006_1211,90,N,0,1,0,0,0
2006,138,2006_1401,57,2006_1261,58,N,0,1,0,0,0
2006,138,2006_1104,59,2006_1417,62,N,0,1,0,0,0
2006,138,2006_1228,64,2006_1449,67,N,0,1,0,0,0
2006,138,2006_1397,73,2006_1455,80,N,0,1,0,0,0
2006,139,2006_1338,66,2006_1133,72,N,0,1,0,0,0
2006,139,2006_1246,83,2006_1163,87,N,0,1,0,0,0
2006,139,2006_1314,60,2006_1206,65,N,0,1,0,0,0
2006,139,2006_1326,52,2006_1207,70,N,0,1,0,0,0
2006,139,2006_1137,56,2006_1272,72,N,0,1,0,0,0
2006,139,2006_1301,54,2006_1400,75,N,0,1,0,0,0
2006,139,2006_1112,78,2006_1437,82,N,0,1,0,0,0
2006,139,2006_1322,54,2006_1452,67,N,0,1,0,0,0
2006,143,2006_1181,54,2006_1261,62,N,0,1,0,0,0
2006,143,2006_1133,64,2006_1272,80,N,0,1,0,0,0
2006,143,2006_1452,71,2006_1400,74,N,0,1,0,0,0
2006,143,2006_1211,71,2006_1417,73,N,0,1,0,0,0
2006,144,2006_1449,92,2006_1163,98,N,0,1,0,1,0
2006,144,2006_1207,53,2006_1196,57,N,0,1,0,0,0
2006,144,2006_1455,55,2006_1206,63,N,0,1,0,0,0
2006,144,2006_1130,59,2006_1437,60,N,0,1,0,1,0
2006,145,2006_1400,60,2006_1261,70,N,0,1,0,1,0
2006,145,2006_1272,45,2006_1417,50,N,0,1,0,0,0
2006,146,2006_1437,62,2006_1196,75,N,0,1,0,0,0
2006,146,2006_1163,84,2006_1206,86,N,0,1,0,1,0
2006,152,2006_1206,58,2006_1196,73,N,0,1,0,0,0
2006,152,2006_1261,45,2006_1417,59,N,0,1,0,0,0
2006,154,2006_1417,57,2006_1196,73,N,0,1,0,0,0
2007,134,2007_1197,69,2007_1310,77,N,0,1,0,0,0
2007,136,2007_1403,75,2007_1130,84,N,0,1,0,0,0
2007,136,2007_1330,46,2007_1139,57,N,0,1,0,0,0
2007,136,2007_1125,55,2007_1207,80,N,0,1,0,0,0
2007,136,2007_1211,57,2007_1231,70,N,0,1,0,0,0
2007,136,2007_1390,58,2007_1257,78,N,0,1,0,0,0
2007,136,2007_1172,70,2007_1268,82,N,0,1,0,0,0
2007,136,2007_1266,49,2007_1277,61,N,0,1,0,0,0
2007,136,2007_1184,65,2007_1314,86,N,0,1,0,0,0
2007,136,2007_1148,57,2007_1326,78,N,0,1,0,0,0
2007,136,2007_1460,58,2007_1338,79,N,0,1,0,0,0
2007,136,2007_1335,52,2007_1401,68,N,0,1,0,0,0
2007,136,2007_1451,42,2007_1417,70,N,0,1,0,0,0
2007,136,2007_1181,77,2007_1433,79,N,0,1,0,0,0
2007,136,2007_1203,44,2007_1435,77,N,0,1,0,0,0
2007,136,2007_1331,54,2007_1450,70,N,0,1,0,0,0
2007,136,2007_1140,77,2007_1462,79,N,0,1,0,0,0
2007,137,2007_1238,69,2007_1196,112,N,0,1,0,0,0
2007,137,2007_1310,67,2007_1242,107,N,0,1,0,0,0
2007,137,2007_1437,58,2007_1246,67,N,0,1,0,0,0
2007,137,2007_1317,58,2007_1272,73,N,0,1,0,0,0
2007,137,2007_1166,71,2007_1305,77,N,0,1,0,1,0
2007,137,2007_1275,56,2007_1332,58,N,0,1,0,0,0
2007,137,2007_1112,63,2007_1345,72,N,0,1,0,0,0
2007,137,2007_1221,51,2007_1356,61,N,0,1,0,0,0
2007,137,2007_1253,86,2007_1397,121,N,0,1,0,0,0
2007,137,2007_1308,67,2007_1400,79,N,0,1,0,0,0
2007,137,2007_1210,63,2007_1424,67,N,0,1,0,0,0
2007,137,2007_1116,60,2007_1425,77,N,0,1,0,0,0
2007,137,2007_1107,57,2007_1438,84,N,0,1,0,0,0
2007,137,2007_1228,52,2007_1439,54,N,0,1,0,0,0
2007,137,2007_1323,64,2007_1457,74,N,0,1,0,0,0
2007,137,2007_1394,63,2007_1458,76,N,0,1,0,0,0
2007,138,2007_1268,59,2007_1139,62,N,0,1,0,0,0
2007,138,2007_1130,55,2007_1207,62,N,0,1,0,0,0
2007,138,2007_1277,67,2007_1314,81,N,0,1,0,0,0
2007,138,2007_1462,71,2007_1326,78,N,0,1,0,1,0
2007,138,2007_1433,79,2007_1338,84,N,0,1,0,1,0
2007,138,2007_1257,69,2007_1401,72,N,0,1,0,0,0
2007,138,2007_1231,49,2007_1417,54,N,0,1,0,0,0
2007,138,2007_1450,74,2007_1435,78,N,0,1,0,2,0
2007,139,2007_1345,67,2007_1196,74,N,0,1,0,0,0
2007,139,2007_1246,76,2007_1242,88,N,0,1,0,0,0
2007,139,2007_1305,62,2007_1272,78,N,0,1,0,0,0
2007,139,2007_1457,61,2007_1332,75,N,0,1,0,0,0
2007,139,2007_1439,48,2007_1356,63,N,0,1,0,0,0
2007,139,2007_1438,74,2007_1397,77,N,0,1,0,0,0
2007,139,2007_1458,68,2007_1424,74,N,0,1,0,0,0
2007,139,2007_1400,68,2007_1425,87,N,0,1,0,0,0
2007,143,2007_1356,58,2007_1242,61,N,0,1,0,0,0
2007,143,2007_1401,64,2007_1272,65,N,0,1,0,0,0
2007,143,2007_1397,84,2007_1326,85,N,0,1,0,0,0
2007,143,2007_1338,55,2007_1417,64,N,0,1,0,0,0
2007,144,2007_1139,57,2007_1196,65,N,0,1,0,0,0
2007,144,2007_1435,65,2007_1207,66,N,0,1,0,0,0
2007,144,2007_1425,64,2007_1314,74,N,0,1,0,0,0
2007,144,2007_1424,72,2007_1332,76,N,0,1,0,0,0
2007,145,2007_1272,76,2007_1326,92,N,0,1,0,0,0
2007,145,2007_1242,55,2007_1417,68,N,0,1,0,0,0
2007,146,2007_1332,77,2007_1196,85,N,0,1,0,0,0
2007,146,2007_1314,84,2007_1207,96,N,0,1,0,1,0
2007,152,2007_1417,66,2007_1196,76,N,0,1,0,0,0
2007,152,2007_1207,60,2007_1326,67,N,0,1,0,0,0
2007,154,2007_1326,75,2007_1196,84,N,0,1,0,0,0
2008,134,2008_1164,60,2008_1291,69,N,0,1,0,0,0
2008,136,2008_1125,70,2008_1181,71,N,0,1,0,0,0
2008,136,2008_1340,61,2008_1242,85,N,0,1,0,0,0
2008,136,2008_1425,67,2008_1243,80,N,0,1,0,0,0
2008,136,2008_1246,66,2008_1266,74,N,0,1,0,0,0
2008,136,2008_1396,61,2008_1277,72,N,0,1,0,0,0
2008,136,2008_1206,50,2008_1323,68,N,0,1,0,0,0
2008,136,2008_1331,63,2008_1338,82,N,0,1,0,0,0
2008,136,2008_1124,79,2008_1345,90,N,0,1,0,0,0
2008,136,2008_1165,53,2008_1390,77,N,0,1,0,0,0
2008,136,2008_1140,62,2008_1401,67,N,0,1,0,0,0
2008,136,2008_1290,29,2008_1417,70,N,0,1,0,0,0
2008,136,2008_1245,58,2008_1424,71,N,0,1,0,0,0
2008,136,2008_1457,40,2008_1450,71,N,0,1,0,0,0
2008,136,2008_1112,65,2008_1452,75,N,0,1,0,0,0
2008,136,2008_1168,56,2008_1458,71,N,0,1,0,0,0
2008,136,2008_1208,61,2008_1462,73,N,0,1,0,0,0
2008,137,2008_1231,72,2008_1116,86,N,0,1,0,0,0
2008,137,2008_1375,61,2008_1139,81,N,0,1,0,0,0
2008,137,2008_1211,76,2008_1172,82,N,0,1,0,0,0
2008,137,2008_1420,47,2008_1207,66,N,0,1,0,0,0
2008,137,2008_1129,61,2008_1257,79,N,0,1,0,0,0
2008,137,2008_1426,63,2008_1272,87,N,0,1,0,0,0
2008,137,2008_1388,64,2008_1274,78,N,0,1,0,0,0
2008,137,2008_1332,69,2008_1280,76,N,0,1,0,0,0
2008,137,2008_1291,74,2008_1314,113,N,0,1,0,0,0
2008,137,2008_1386,64,2008_1328,72,N,0,1,0,0,0
2008,137,2008_1163,69,2008_1360,70,N,0,1,0,1,0
2008,137,2008_1435,62,2008_1373,83,N,0,1,0,0,0
2008,137,2008_1110,57,2008_1397,72,N,0,1,0,0,0
2008,137,2008_1122,54,2008_1400,74,N,0,1,0,0,0
2008,137,2008_1155,69,2008_1437,75,N,0,1,0,0,0
2008,137,2008_1179,99,2008_1443,101,N,0,1,0,1,0
2008,138,2008_1424,56,2008_1242,75,N,0,1,0,0,0
2008,138,2008_1338,54,2008_1277,65,N,0,1,0,0,0
2008,138,2008_1266,81,2008_1390,82,N,0,1,0,1,0
2008,138,2008_1401,49,2008_1417,51,N,0,1,0,0,0
2008,138,2008_1323,41,2008_1450,61,N,0,1,0,0,0
2008,138,2008_1181,67,2008_1452,73,N,0,1,0,0,0
2008,138,2008_1243,55,2008_1458,72,N,0,1,0,0,0
2008,138,2008_1345,78,2008_1462,85,N,0,1,0,0,0
2008,139,2008_1207,70,2008_1172,74,N,0,1,0,0,0
2008,139,2008_1328,48,2008_1257,78,N,0,1,0,0,0
2008,139,2008_1280,74,2008_1272,77,N,0,1,0,0,0
2008,139,2008_1116,77,2008_1314,108,N,0,1,0,0,0
2008,139,2008_1139,71,2008_1397,76,N,0,1,0,1,0
2008,139,2008_1274,72,2008_1400,75,N,0,1,0,0,0
2008,139,2008_1373,72,2008_1437,84,N,0,1,0,0,0
2008,139,2008_1360,63,2008_1443,72,N,0,1,0,0,0
2008,143,2008_1397,60,2008_1257,79,N,0,1,0,0,0
2008,143,2008_1450,47,2008_1314,68,N,0,1,0,0,0
2008,143,2008_1443,78,2008_1417,88,N,0,1,0,0,0
2008,143,2008_1452,75,2008_1462,79,N,0,1,0,1,0
2008,144,2008_1458,56,2008_1172,73,N,0,1,0,0,0
2008,144,2008_1437,57,2008_1242,72,N,0,1,0,0,0
2008,144,2008_1277,74,2008_1272,92,N,0,1,0,0,0
2008,144,2008_1390,62,2008_1400,82,N,0,1,0,0,0
2008,145,2008_1257,73,2008_1314,83,N,0,1,0,0,0
2008,145,2008_1462,57,2008_1417,76,N,0,1,0,0,0
2008,146,2008_1172,57,2008_1242,59,N,0,1,0,0,0
2008,146,2008_1400,67,2008_1272,85,N,0,1,0,0,0
2008,152,2008_1314,66,2008_1242,84,N,0,1,0,0,0
2008,152,2008_1417,63,2008_1272,78,N,0,1,0,0,0
2008,154,2008_1272,68,2008_1242,75,N,0,1,0,1,0
2009,134,2009_1106,43,2009_1287,58,N,0,1,0,0,0
2009,136,2009_1151,47,2009_1163,103,N,0,1,0,0,0
2009,136,2009_1127,62,2009_1181,86,N,0,1,0,0,0
2009,136,2009_1103,64,2009_1211,77,N,0,1,0,0,0
2009,136,2009_1139,71,2009_1261,75,N,0,1,0,0,0
2009,136,2009_1143,71,2009_1268,84,N,0,1,0,0,0
2009,136,2009_1169,70,2009_1272,81,N,0,1,0,0,0
2009,136,2009_1155,59,2009_1276,62,N,0,1,0,0,0
2009,136,2009_1347,58,2009_1314,101,N,0,1,0,0,0
2009,136,2009_1288,54,2009_1328,82,N,0,1,0,0,0
2009,136,2009_1320,56,2009_1345,61,N,0,1,0,0,0
2009,136,2009_1278,62,2009_1400,76,N,0,1,0,0,0
2009,136,2009_1140,66,2009_1401,79,N,0,1,0,0,0
2009,136,2009_1433,64,2009_1417,65,N,0,1,0,0,0
2009,136,2009_1110,67,2009_1437,80,N,0,1,0,0,0
2009,136,2009_1228,72,2009_1443,76,N,0,1,0,0,0
2009,136,2009_1280,58,2009_1449,71,N,0,1,0,0,0
2009,137,2009_1428,71,2009_1112,84,N,0,1,0,0,0
2009,137,2009_1396,57,2009_1113,66,N,0,1,0,0,0
2009,137,2009_1448,69,2009_1156,84,N,0,1,0,0,0
2009,137,2009_1452,60,2009_1173,68,N,0,1,0,0,0
2009,137,2009_1295,74,2009_1242,84,N,0,1,0,0,0
2009,137,2009_1287,54,2009_1257,74,N,0,1,0,0,0
2009,137,2009_1429,57,2009_1266,58,N,0,1,0,0,0
2009,137,2009_1352,62,2009_1277,77,N,0,1,0,0,0
2009,137,2009_1165,59,2009_1281,78,N,0,1,0,0,0
2009,137,2009_1397,75,2009_1329,77,N,0,1,0,0,0
2009,137,2009_1190,62,2009_1338,72,N,0,1,0,0,0
2009,137,2009_1326,72,2009_1373,74,N,0,1,0,2,0
2009,137,2009_1372,44,2009_1393,59,N,0,1,0,0,0
2009,137,2009_1130,55,2009_1425,72,N,0,1,0,0,0
2009,137,2009_1199,59,2009_1458,61,N,0,1,0,1,0
2009,137,2009_1340,59,2009_1462,77,N,0,1,0,0,0
2009,138,2009_1401,66,2009_1163,92,N,0,1,0,0,0
2009,138,2009_1400,69,2009_1181,74,N,0,1,0,0,0
2009,138,2009_1443,81,2009_1211,83,N,0,1,0,0,0
